"","uniprot_id","source_file","target_name","dfam_id","e_value","score","strand","start_aa","end_aa","source","name","repeat_type_name","repeat_subtype_name","ensembl_gene_id_version"
"6727","Q12816-4","ENST00000375041","ENST00000375041.6","DF000289877",3.1e-07,12.1,"-",310,407,"alignment","Chlamys-6_cBra","PLE","Chlamys","ENSG00000067445.23"
"6728","A0A0A0MRS8","ENST00000375044","ENST00000375044.5","DF003586616",4.4e-47,145.7,"-",10,244,"alignment","ZymTri_2023_family_1489","Unknown","","ENSG00000117245.14"
"6729","Q9UKM9-2","ENST00000375114","ENST00000375114.7","DF000289875",3.9e-07,12.2,"-",213,237,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000125970.13"
"6730","Q9UKM9-2","ENST00000375114","ENST00000375114.7","DF003586615",3.5e-07,12.4,"-",207,248,"alignment","ZymTri_2023_family_1492","Unknown","","ENSG00000125970.13"
"6731","Q9UKM9-2","ENST00000375114","ENST00000375114.7","DF000289868",6.2e-08,14.5,"-",210,237,"alignment","Chlamys-4_cRei","PLE","Chlamys","ENSG00000125970.13"
"6732","Q9UKM9-2","ENST00000375114","ENST00000375114.7","DF000289840",4.6e-08,15.3,"-",205,235,"alignment","Chlamys-10a_cRei","PLE","Chlamys","ENSG00000125970.13"
"6733","Q9UKM9-2","ENST00000375114","ENST00000375114.7","DF000289883",7.2e-07,9.5,"-",209,237,"alignment","Chlamys-8_cRei","PLE","Chlamys","ENSG00000125970.13"
"6734","Q9UKM9-2","ENST00000375114","ENST00000375114.7","DF000289870",5.4e-05,4.4,"-",209,237,"alignment","Chlamys-4_eDeb","PLE","Chlamys","ENSG00000125970.13"
"6735","Q9UKM9-2","ENST00000375114","ENST00000375114.7","DF000289866",3.3e-07,9.6,"-",209,235,"alignment","Chlamys-4_cBra","PLE","Chlamys","ENSG00000125970.13"
"6736","Q71RC9","ENST00000375215","ENST00000375215.3","DF000289875",6.6e-06,6.2,"+",46,62,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000204323.6"
"6737","Q71RC9","ENST00000375215","ENST00000375215.3","DF000289854",1.1e-05,3.6,"-",44,70,"alignment","Chlamys-1_tObl","PLE","Chlamys","ENSG00000204323.6"
"6738","Q9Y2H8","ENST00000375231","ENST00000375231.5","DF000004001",4.6e-94,303.8,"-",473,679,"alignment","TE-X-12_DR","Unknown","","ENSG00000081386.14"
"6739","Q9Y2H8","ENST00000375231","ENST00000375231.5","DF000001960",9.6e-49,153,"+",476,581,"alignment","MurSatRep1","Unknown","","ENSG00000081386.14"
"6740","Q9Y2H8","ENST00000375231","ENST00000375231.5","DF003445771",1.3e-62,196.9,"-",449,559,"alignment","Pman_ERVK_6.4964","LTR","ERVK","ENSG00000081386.14"
"6741","Q6BEB4","ENST00000375281","ENST00000375281.4","DF000004001",1.4e-15,42.9,"-",312,378,"alignment","TE-X-12_DR","Unknown","","ENSG00000204335.4"
"6742","Q9Y2K2-5","ENST00000375300","ENST00000375300.6","DF000289875",4.9e-05,7.4,"-",999,1012,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000160584.18"
"6743","Q9Y2K2-5","ENST00000375300","ENST00000375300.6","DF000289854",9.9e-07,11.1,"+",984,1016,"alignment","Chlamys-1_tObl","PLE","Chlamys","ENSG00000160584.18"
"6744","Q8TE23","ENST00000375371","ENST00000375371.4","DF003445818",3.1e-11,26.6,"-",739,823,"alignment","Pman_L1_6.1083","LINE","L1","ENSG00000179002.6"
"6745","P18615-3","ENST00000375425","ENST00000375425.9","DF003586825",2.8e-07,18.5,"+",205,248,"alignment","Ssa_0070","DNA","","ENSG00000204356.15"
"6746","P18615-3","ENST00000375425","ENST00000375425.9","DF003586649",6.3e-12,29.1,"+",206,253,"alignment","ZymTri_2023_family_246","Unknown","","ENSG00000204356.15"
"6747","Q9H2G4","ENST00000375442","ENST00000375442.8","DF000289866",4.8e-06,7,"-",563,599,"alignment","Chlamys-4_cBra","PLE","Chlamys","ENSG00000184205.15"
"6748",NA,"ENST00000375525","ENST00000375525.4","DF000004001",5.2e-12,31.3,"-",359,425,"alignment","TE-X-12_DR","Unknown","","ENSG00000206366.6"
"6749","Q9Y330","ENST00000375527","ENST00000375527.3","DF000004001",5.2e-12,31.3,"-",359,425,"alignment","TE-X-12_DR","Unknown","","ENSG00000204366.4"
"6750","A2ABF8","ENST00000375528","ENST00000375528.8","DF003586917",0.0016,5,"+",329,382,"alignment","Ssa_1250","LTR","","ENSG00000204371.13"
"6751","A2ABF8","ENST00000375528","ENST00000375528.8","DF000289956",0.00036,1.7,"+",68,147,"alignment","PLE-X1_cBra","PLE","Chlamys","ENSG00000204371.13"
"6752","A2ABF8","ENST00000375528","ENST00000375528.8","DF000289866",5.9e-06,7.5,"-",351,388,"alignment","Chlamys-4_cBra","PLE","Chlamys","ENSG00000204371.13"
"6753","Q96KQ7-2","ENST00000375530","ENST00000375530.8","DF003586917",0.0015,5,"+",272,325,"alignment","Ssa_1250","LTR","","ENSG00000204371.13"
"6754","Q96KQ7-2","ENST00000375530","ENST00000375530.8","DF000289866",5.7e-06,7.5,"-",294,331,"alignment","Chlamys-4_cBra","PLE","Chlamys","ENSG00000204371.13"
"6755","Q5TZA2-1","ENST00000375541","ENST00000375541.10","DF000289875",6.9e-06,10.8,"-",140,206,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000058453.18"
"6756","Q5TZA2-1","ENST00000375541","ENST00000375541.10","DF000289883",6.6e-07,12.4,"-",1790,1846,"alignment","Chlamys-8_cRei","PLE","Chlamys","ENSG00000058453.18"
"6757","Q5TBF2","ENST00000375543","ENST00000375543.2","DF002407540",1.7e-11,24.4,"+",36,68,"alignment","Acol_CR1_Ele9","LINE","CR1","ENSG00000106819.14"
"6758","Q5TBF2","ENST00000375543","ENST00000375543.2","DF003584338",0.003,1.4,"-",38,49,"alignment","Gypsy-43_rCom","LTR","Gypsy","ENSG00000106819.14"
"6759","Q5TBF2","ENST00000375543","ENST00000375543.2","DF003586775",9.8e-06,8,"-",31,53,"alignment","ZymTri_2023_family_878","Unknown","","ENSG00000106819.14"
"6760","Q5TBF2","ENST00000375543","ENST00000375543.2","DF003584307",6.7e-06,7.3,"+",39,51,"alignment","Gypsy-15_rCom","LTR","Gypsy","ENSG00000106819.14"
"6761","Q5TBF2","ENST00000375543","ENST00000375543.2","DF003584236",8.9e-06,6.4,"+",29,52,"alignment","Copia-44_rCom","LTR","Copia","ENSG00000106819.14"
"6762","Q9BXN1","ENST00000375544","ENST00000375544.7","DF002407540",2.7e-11,24.4,"+",36,68,"alignment","Acol_CR1_Ele9","LINE","CR1","ENSG00000106819.14"
"6763","Q9BXN1","ENST00000375544","ENST00000375544.7","DF003586775",1.5e-05,8,"-",31,53,"alignment","ZymTri_2023_family_878","Unknown","","ENSG00000106819.14"
"6764","Q9BXN1","ENST00000375544","ENST00000375544.7","DF003584307",1.5e-05,6.8,"+",39,51,"alignment","Gypsy-15_rCom","LTR","Gypsy","ENSG00000106819.14"
"6765","Q5VXG6","ENST00000375577","ENST00000375577.5","DF000000047",9.8e-33,101.3,"+",163,201,"alignment","AluS","SINE","Alu","ENSG00000187144.11"
"6766","Q5VXG6","ENST00000375577","ENST00000375577.5","DF000280069",1.3e-19,51.1,"+",161,201,"alignment","PitPit-1.26","LINE","L1","ENSG00000187144.11"
"6767","Q5VXG6","ENST00000375577","ENST00000375577.5","DF003445749",1.1e-14,38.6,"-",163,197,"alignment","Pman_ERVK_5.786","LTR","ERVK","ENSG00000187144.11"
"6768","Q5VXG6","ENST00000375577","ENST00000375577.5","DF000281802",3.1e-12,28.3,"+",166,196,"alignment","CriGri-5.1515_int","LTR","ERV1","ENSG00000187144.11"
"6769","Q5VXG6","ENST00000375577","ENST00000375577.5","DF003445905",5.1e-13,30.2,"-",164,197,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000187144.11"
"6770","Q5VXG6","ENST00000375577","ENST00000375577.5","DF003445800",5.6e-15,36.1,"-",163,197,"alignment","Pman_ERVK_6.9887","LTR","ERVK","ENSG00000187144.11"
"6771","Q9NUA8-1","ENST00000375647","ENST00000375647.5","DF000001947",2.4e-12,38,"+",911,955,"alignment","MMSAT4","Satellite","","ENSG00000184677.19"
"6772","Q9NUA8-1","ENST00000375647","ENST00000375647.5","DF000004001",2.8e-44,139.6,"-",807,1014,"alignment","TE-X-12_DR","Unknown","","ENSG00000184677.19"
"6773","Q9NUA8-1","ENST00000375647","ENST00000375647.5","DF003445771",3.1e-15,40.6,"-",808,931,"alignment","Pman_ERVK_6.4964","LTR","ERVK","ENSG00000184677.19"
"6774","Q5T8L4","ENST00000375699","ENST00000375699.3","DF000000214",1.3e-13,31.4,"-",1,22,"alignment","HUERS-P1","LTR","ERV1","ENSG00000153498.12"
"6775","O15066-1","ENST00000375712","ENST00000375712.4","DF003586616",3.6e-51,158.9,"-",87,340,"alignment","ZymTri_2023_family_1489","Unknown","","ENSG00000101350.9"
"6776","B1APY4","ENST00000375715","ENST00000375715.5","DF000000405",6.2e-20,60.1,"-",664,689,"alignment","LTR12F","LTR","ERV1","ENSG00000169071.16"
"6777","B1APY4","ENST00000375715","ENST00000375715.5","DF000000403",5.2e-18,51.5,"-",664,689,"alignment","LTR12D","LTR","ERV1","ENSG00000169071.16"
"6778","Q13105-2","ENST00000375733","ENST00000375733.6","DF000004001",7.9e-39,121,"-",435,569,"alignment","TE-X-12_DR","Unknown","","ENSG00000116809.13"
"6779","Q13105-2","ENST00000375733","ENST00000375733.6","DF003445771",3.2e-17,46.5,"-",511,620,"alignment","Pman_ERVK_6.4964","LTR","ERVK","ENSG00000116809.13"
"6780","Q13105-1","ENST00000375743","ENST00000375743.9","DF000004001",7.8e-39,121,"-",435,569,"alignment","TE-X-12_DR","Unknown","","ENSG00000116809.13"
"6781","Q13105-1","ENST00000375743","ENST00000375743.9","DF003445771",3.2e-17,46.5,"-",511,620,"alignment","Pman_ERVK_6.4964","LTR","ERVK","ENSG00000116809.13"
"6782","P02462-1","ENST00000375820","ENST00000375820.10","DF003440128",0.0032,4.4,"-",174,211,"alignment","Helitron1_pKuh","RC","Helitron","ENSG00000187498.18"
"6783","P02462-1","ENST00000375820","ENST00000375820.10","DF003448600",2.5e-30,93.9,"+",366,532,"alignment","","Unknown","","ENSG00000187498.18"
"6784","P02462-1","ENST00000375820","ENST00000375820.10","DF003584220",1.4e-09,22,"+",181,224,"alignment","Copia-2_rCom","LTR","Copia","ENSG00000187498.18"
"6785","Q5VZ03-3","ENST00000375855","ENST00000375855.3","DF000000039",9.6e-33,100.8,"-",101,136,"alignment","AluS","SINE","Alu","ENSG00000130045.18"
"6786","Q5VZ03-3","ENST00000375855","ENST00000375855.3","DF000280069",7.7e-23,61.3,"-",101,136,"alignment","PitPit-1.26","LINE","L1","ENSG00000130045.18"
"6787","B1AL88","ENST00000375915","ENST00000375915.4","DF000289875",6.7e-15,38.6,"-",72,99,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000204442.4"
"6788","B1AL88","ENST00000375915","ENST00000375915.4","DF000289848",0.0012,0.1,"-",77,99,"alignment","Chlamys-1_cSch","PLE","Chlamys","ENSG00000204442.4"
"6789","B1AL88","ENST00000375915","ENST00000375915.4","DF000289868",4e-06,9.2,"-",56,99,"alignment","Chlamys-4_cRei","PLE","Chlamys","ENSG00000204442.4"
"6790","B1AL88","ENST00000375915","ENST00000375915.4","DF000289854",8.1e-05,3.3,"+",77,89,"alignment","Chlamys-1_tObl","PLE","Chlamys","ENSG00000204442.4"
"6791","B1AL88","ENST00000375915","ENST00000375915.4","DF000289884",9.4e-05,4.3,"-",85,99,"alignment","Chlamys-8_cSch","PLE","Chlamys","ENSG00000204442.4"
"6792","B1AL88","ENST00000375915","ENST00000375915.4","DF003586645",0.00018,3.5,"-",73,99,"alignment","ZymTri_2023_family_177","Unknown","","ENSG00000204442.4"
"6793","B1AL88","ENST00000375915","ENST00000375915.4","DF000289883",4.1e-10,20.9,"-",72,99,"alignment","Chlamys-8_cRei","PLE","Chlamys","ENSG00000204442.4"
"6794","P59103-1","ENST00000375936","ENST00000375936.9","DF000001128",1.8e-20,59.3,"+",92,154,"alignment","MLT1E1A","LTR","ERVL-MaLR","ENSG00000182346.22"
"6795","P48634-1","ENST00000376007","ENST00000376007.8","DF000289875",4.3e-09,21.6,"-",648,669,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000204469.13"
"6796","P48634-1","ENST00000376007","ENST00000376007.8","DF000289854",1.2e-07,14.9,"+",628,670,"alignment","Chlamys-1_tObl","PLE","Chlamys","ENSG00000204469.13"
"6797","P48634-1","ENST00000376007","ENST00000376007.8","DF000289884",0.0044,1,"-",648,667,"alignment","Chlamys-8_cSch","PLE","Chlamys","ENSG00000204469.13"
"6798","P48634-1","ENST00000376007","ENST00000376007.8","DF000289883",8.1e-05,5.5,"-",649,666,"alignment","Chlamys-8_cRei","PLE","Chlamys","ENSG00000204469.13"
"6799","Q9ULL8-1","ENST00000376020","ENST00000376020.9","DF003586827",8.3e-06,15.4,"+",1136,1175,"alignment","Ssa_0062","DNA","","ENSG00000158352.19"
"6800","Q9ULL8-1","ENST00000376020","ENST00000376020.9","DF003584419",2.4e-07,16,"-",1138,1230,"alignment","Pao-1_rCom","LTR","Pao","ENSG00000158352.19"
"6801","Q9ULL8-1","ENST00000376020","ENST00000376020.9","DF000289854",0.0011,1.2,"+",1114,1131,"alignment","Chlamys-1_tObl","PLE","Chlamys","ENSG00000158352.19"
"6802","Q9ULL8-1","ENST00000376020","ENST00000376020.9","DF003586775",0.00025,6,"-",1144,1175,"alignment","ZymTri_2023_family_878","Unknown","","ENSG00000158352.19"
"6803","Q9ULL8-1","ENST00000376020","ENST00000376020.9","DF000289956",7.4e-10,20.8,"-",1102,1163,"alignment","PLE-X1_cBra","PLE","Chlamys","ENSG00000158352.19"
"6804","B0QYQ6","ENST00000376028","ENST00000376028.8","DF000277168",3.7e-44,134,"+",1,46,"alignment","GliGli-1.163","Retroposon","L1-dep","ENSG00000189337.17"
"6805","Q9BVK2-2","ENST00000376156","ENST00000376156.7","DF000000042",3e-18,54.9,"-",447,468,"alignment","AluS","SINE","Alu","ENSG00000159063.15"
"6806","Q5STU3","ENST00000376177","ENST00000376177.6","DF003586595",1.7e-33,99.7,"+",230,403,"alignment","ZymTri_2023_family_141","LINE","","ENSG00000198563.15"
"6807","Q6P9A3-1","ENST00000376233","ENST00000376233.8","DF000004001",6.4e-93,299.9,"-",403,635,"alignment","TE-X-12_DR","Unknown","","ENSG00000121406.10"
"6808","Q6P9A3-1","ENST00000376233","ENST00000376233.8","DF000001960",5.4e-43,133.8,"+",434,539,"alignment","MurSatRep1","Unknown","","ENSG00000121406.10"
"6809","Q6P9A3-1","ENST00000376233","ENST00000376233.8","DF003445771",1.5e-52,163.5,"-",462,570,"alignment","Pman_ERVK_6.4964","LTR","ERVK","ENSG00000121406.10"
"6810","O60840-4","ENST00000376251","ENST00000376251.5","DF003586827",1.5e-07,21.5,"-",729,806,"alignment","Ssa_0062","DNA","","ENSG00000102001.13"
"6811","O60840-4","ENST00000376251","ENST00000376251.5","DF003586845",0.00042,4.4,"-",591,612,"alignment","Ssa_0236","DNA","TcMar","ENSG00000102001.13"
"6812","O60840-4","ENST00000376251","ENST00000376251.5","DF003584419",0.00011,7.6,"-",745,816,"alignment","Pao-1_rCom","LTR","Pao","ENSG00000102001.13"
"6813","O60840-1","ENST00000376265","ENST00000376265.2","DF003586827",1.6e-07,21.5,"-",794,871,"alignment","Ssa_0062","DNA","","ENSG00000102001.13"
"6814","O60840-1","ENST00000376265","ENST00000376265.2","DF003586845",0.00043,4.4,"-",656,677,"alignment","Ssa_0236","DNA","TcMar","ENSG00000102001.13"
"6815","O60840-1","ENST00000376265","ENST00000376265.2","DF003584419",0.00011,7.6,"-",810,881,"alignment","Pao-1_rCom","LTR","Pao","ENSG00000102001.13"
"6816","O95409","ENST00000376335","ENST00000376335.8","DF000004001",4.5e-19,54.9,"-",312,415,"alignment","TE-X-12_DR","Unknown","","ENSG00000043355.12"
"6817","O95409","ENST00000376335","ENST00000376335.8","DF000289868",1.3e-05,7.7,"-",457,506,"alignment","Chlamys-4_cRei","PLE","Chlamys","ENSG00000043355.12"
"6818","Q9Y484-3","ENST00000376368","ENST00000376368.7","DF000288723",5.7e-22,61.3,"-",181,362,"alignment","TE2266_SO2_FAM0327","Unknown","","ENSG00000196998.20"
"6819","Q9Y484-1","ENST00000376372","ENST00000376372.9","DF000288723",5.7e-22,61.3,"-",180,361,"alignment","TE2266_SO2_FAM0327","Unknown","","ENSG00000196998.20"
"6820","Q9NRG1-3","ENST00000376376","ENST00000376376.3","DF000000011",1.6e-30,93.5,"+",113,151,"alignment","7SK","snRNA","","ENSG00000099256.20"
"6821","Q99805","ENST00000376387","ENST00000376387.5","DF000276099",3e-12,31.8,"+",296,348,"alignment","CteGun-1.73","LINE","L1","ENSG00000125304.11"
"6822","Q5SQH5","ENST00000376437","ENST00000376437.9","DF000289149",9.2e-27,79.5,"-",485,554,"alignment","TE2699_SO2_FAM0771","Unknown","","ENSG00000204560.11"
"6823","O60231","ENST00000376442","ENST00000376442.8","DF000289149",1.7e-26,79.5,"-",966,1035,"alignment","TE2699_SO2_FAM0771","Unknown","","ENSG00000204560.11"
"6824","Q9P1W9","ENST00000376509","ENST00000376509.4","DF000002912",2.1e-16,39.9,"+",98,186,"alignment","hAT-N127_DR","DNA","hAT-Charlie","ENSG00000102096.10"
"6825","A6NCL2","ENST00000376608","ENST00000376608.9","DF000289875",8.8e-06,6.8,"+",7,18,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000204583.11"
"6826","A6NCL2","ENST00000376608","ENST00000376608.9","DF000289854",0.00022,0.3,"-",7,18,"alignment","Chlamys-1_tObl","PLE","Chlamys","ENSG00000204583.11"
"6827","Q6UX27-2","ENST00000376626","ENST00000376626.5","DF003445813",2.5e-12,28.1,"+",26,119,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000189068.11"
"6828","Q6UX27-2","ENST00000376626","ENST00000376626.5","DF003445860",1.6e-14,35.5,"-",26,120,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000189068.11"
"6829","Q9UNE0-2","ENST00000376651","ENST00000376651.1","DF003586775",0.00054,3.2,"+",194,214,"alignment","ZymTri_2023_family_878","Unknown","","ENSG00000135960.11"
"6830","Q9UNE0-2","ENST00000376651","ENST00000376651.1","DF000289866",3.9e-06,6.8,"+",143,210,"alignment","Chlamys-4_cBra","PLE","Chlamys","ENSG00000135960.11"
"6831","Q9HCM9-1","ENST00000376656","ENST00000376656.8","DF003572174",1.1e-10,25,"+",28,73,"alignment","Unknown-46_AstCal","Unknown","","ENSG00000204599.17"
"6832","Q9HCM9-1","ENST00000376656","ENST00000376656.8","DF003572174",4.8e-13,32.9,"+",339,491,"alignment","Unknown-46_AstCal","Unknown","","ENSG00000204599.17"
"6833","Q9HCM9-1","ENST00000376656","ENST00000376656.8","DF003574926",0.00051,1.7,"+",278,298,"alignment","LINE_A.purpuratus_1_cons","LINE","CR1-Zenon","ENSG00000204599.17"
"6834","Q9HCM9-2","ENST00000376659","ENST00000376659.9","DF003572174",1e-10,25,"+",28,73,"alignment","Unknown-46_AstCal","Unknown","","ENSG00000204599.17"
"6835","Q9HCM9-2","ENST00000376659","ENST00000376659.9","DF003572174",4.5e-13,32.9,"+",309,461,"alignment","Unknown-46_AstCal","Unknown","","ENSG00000204599.17"
"6836","O43463-1","ENST00000376687","ENST00000376687.4","DF003586801",4.2e-08,12.3,"+",36,91,"alignment","ZymTri_2023_family_607","LTR","Gypsy","ENSG00000101945.18"
"6837","O43463-1","ENST00000376687","ENST00000376687.4","DF003586805",4.2e-09,17.4,"+",35,91,"alignment","ZymTri_2023_family_925","LTR","Gypsy","ENSG00000101945.18"
"6838","Q9UDY6-2","ENST00000376704","ENST00000376704.3","DF003440241",0.0032,5.3,"-",326,334,"alignment","LTR4_pKuh","LTR","ERV1","ENSG00000204613.11"
"6839","Q9UDY6-2","ENST00000376704","ENST00000376704.3","DF003572174",6.8e-13,32,"+",9,67,"alignment","Unknown-46_AstCal","Unknown","","ENSG00000204613.11"
"6840","Q5VYV0","ENST00000376708","ENST00000376708.1","DF000289875",0.00047,2.5,"+",165,213,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000204612.2"
"6841","Q5VYV0","ENST00000376708","ENST00000376708.1","DF000289868",5.3e-12,28.6,"+",138,234,"alignment","Chlamys-4_cRei","PLE","Chlamys","ENSG00000204612.2"
"6842","Q5VYV0","ENST00000376708","ENST00000376708.1","DF000289866",1.2e-06,8.3,"+",135,161,"alignment","Chlamys-4_cBra","PLE","Chlamys","ENSG00000204612.2"
"6843","Q5VYV0","ENST00000376708","ENST00000376708.1","DF000289883",8.3e-08,13.2,"+",168,245,"alignment","Chlamys-8_cRei","PLE","Chlamys","ENSG00000204612.2"
"6844","Q9NU63-3","ENST00000376883","ENST00000376883.2","DF003440116",0.00033,8.6,"-",441,494,"alignment","Helitron10_pKuh","RC","Helitron","ENSG00000204644.11"
"6845","Q9NU63-3","ENST00000376883","ENST00000376883.2","DF000001960",3.7e-24,71.1,"+",41,83,"alignment","MurSatRep1","Unknown","","ENSG00000204644.11"
"6846","Q9NU63-3","ENST00000376883","ENST00000376883.2","DF003445819",9.3e-15,40.1,"+",45,87,"alignment","Pman_L1_6.15634","LINE","L1","ENSG00000204644.11"
"6847","Q99909-2","ENST00000376893","ENST00000376893.7","DF000278490",5e-12,34.1,"-",157,171,"alignment","MinSch-1.148","DNA","TcMar-Tigger","ENSG00000165584.16"
"6848","Q99909-2","ENST00000376893","ENST00000376893.7","DF000281207",2.2e-11,30.6,"-",157,171,"alignment","TurTru-1.140","DNA","TcMar-Tigger","ENSG00000165584.16"
"6849","Q92753-1","ENST00000376896","ENST00000376896.8","DF000289875",2.5e-06,10.1,"-",98,128,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000198963.11"
"6850","Q92753-1","ENST00000376896","ENST00000376896.8","DF000289854",0.00015,2.4,"+",83,111,"alignment","Chlamys-1_tObl","PLE","Chlamys","ENSG00000198963.11"
"6851","Q92753-1","ENST00000376896","ENST00000376896.8","DF000289883",1e-04,3,"-",100,129,"alignment","Chlamys-8_cRei","PLE","Chlamys","ENSG00000198963.11"
"6852","P17025-2","ENST00000376943","ENST00000376943.8","DF000004001",1.5e-104,338.3,"-",368,606,"alignment","TE-X-12_DR","Unknown","","ENSG00000147118.13"
"6853","P17025-2","ENST00000376943","ENST00000376943.8","DF000001960",1.3e-56,178.9,"+",397,505,"alignment","MurSatRep1","Unknown","","ENSG00000147118.13"
"6854","P17025-2","ENST00000376943","ENST00000376943.8","DF003445771",7e-75,237.6,"-",381,506,"alignment","Pman_ERVK_6.4964","LTR","ERVK","ENSG00000147118.13"
"6855","Q9Y651","ENST00000376945","ENST00000376945.4","DF000289875",1.4e-06,10.2,"+",138,173,"alignment","Chlamys-5_cSch","PLE","Chlamys","ENSG00000125285.6"
"6856","B1AJV2","ENST00000376950","ENST00000376950.4","DF000001960",4.5e-18,48.6,"+",18,55,"alignment","MurSatRep1","Unknown","","ENSG00000197779.16"
"6857","B1AJV2","ENST00000376950","ENST00000376950.4","DF003445819",1.3e-20,57.2,"+",21,61,"alignment","Pman_L1_6.15634","LINE","L1","ENSG00000197779.16"
