"","uniprot_id","target_name","dfam_id","start_aa","end_aa","repeat_type_name","name","TE_per_protein","is_primate_spec","organism","clade","group","ensembl_gene_id_version","n_exons"
"1052","A0A804HHZ1","ENST00000683275.1","DF000000306",519,562,"LINE","L1ME5",1,"no","Eutheria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria","mammals_non_primate","ENSG00000135931.20",1
"1053","A0A804HI22","ENST00000683931.1","DF000000317",403,462,"LINE","L1P2",1,"no","Catarrhini","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes;Catarrhini","primates","ENSG00000182923.21",1
"1054","A0A804HI47","ENST00000683898.1","DF000000836",48,76,"DNA","Tigger2",1,"yes","Artiodactyla","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates; root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Carnivora; root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla","mammals_non_primate","ENSG00000135317.15",1
"1055","A0A804HI58","ENST00000682427.1","DF000000975",164,176,"SINE","MIRb",1,"no","Mammalia","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia","mammals_non_primate","ENSG00000101076.21",1
"1056","A0A804HI82","ENST00000682887.1","DF000000007",211,240,"SINE","AluJ",1,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000170075.10",1
"1057","A0A804HIB7","ENST00000684460.1","DF000000110",2194,2203,"DNA",NA,1,"no","Mammalia","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia","mammals_non_primate","ENSG00000116127.20",1
"1058","A0A804HID8","ENST00000684717.1","DF000000244",704,739,"LINE","L1M3_orf2",1,"no","Boreoeutheria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria","mammals_non_primate","ENSG00000135317.15",1
"1059","A0A804HIH0","ENST00000683167.1","DF000000361",55,65,"LINE","L2c",1,"no","Mammalia","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia","mammals_non_primate","ENSG00000009830.14",1
"1060","A0A804HII1","ENST00000684186.1","DF000000362",1183,1198,"LINE","L3",1,"no","Theria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria","mammals_non_primate","ENSG00000160145.16",1
"1061","A0A804HJ04","ENST00000574094.6","DF000000039",446,468,"SINE","AluS",1,"yes","Simiiformes","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes","primates","ENSG00000091262.18",2
"1062","A0A804HJ49","ENST00000682575.1","DF000000975",1032,1040,"SINE","MIRb",1,"no","Mammalia","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia","mammals_non_primate","ENSG00000160145.16",1
"1063","A0A804HJ61","ENST00000683479.1","DF000000038",935,945,"SINE","AluS",1,"yes","Simiiformes","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes","primates","ENSG00000135317.15",1
"1064","A0A804HJ69","ENST00000684590.1","DF000000110",1193,1201,"LINE",NA,1,"no","Mammalia","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia","mammals_non_primate","ENSG00000116127.20",1
"1065","A0A804HJ84","ENST00000682727.1","DF000000303",334,344,"LINE","L1ME4a",1,"no","Eutheria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria","mammals_non_primate","ENSG00000131844.18",1
"1066","A0A804HJ96","ENST00000683696.1","DF000000976",704,723,"SINE","MIRc",1,"no","Mammalia","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia","mammals_non_primate","ENSG00000013619.16",1
"1067","A0A804HJA5","ENST00000684548.1","DF000000110",3044,3052,"LTR",NA,1,"no","Mammalia","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia","mammals_non_primate","ENSG00000116127.20",1
"1068","A0A804HJB9","ENST00000683982.1","DF000000001",370,426,"SINE","MIR",1,"no","Mammalia","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia","mammals_non_primate","ENSG00000163703.21",1
"1069","A0A804HJD4","ENST00000683453.1","DF000000976",676,695,"SINE","MIRc",1,"no","Mammalia","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia","mammals_non_primate","ENSG00000013619.16",1
"1070","A0A804HJE2","ENST00000683879.1","DF000000976",238,259,"SINE","MIRc",1,"no","Mammalia","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia","mammals_non_primate","ENSG00000126746.19",1
"1071","A0A804HJF9","ENST00000682190.1","DF000000007",417,448,"SINE","AluJ",1,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000182923.21",1
"1072","A0A804HJJ0","ENST00000684181.1","DF000000001",351,411,"SINE","MIR",1,"no","Mammalia","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia","mammals_non_primate","ENSG00000163703.21",1
"1073","A0A804HJK8","ENST00000684622.1","DF000000783",565,578,"DNA","MER44C",1,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000171503.14",1
"1074","A0A804HJN3","ENST00000682795.1","DF000000001",636,679,"SINE","MIR",1,"no","Mammalia","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia","mammals_non_primate","ENSG00000009830.14",1
"1075","A0A804HJQ3","ENST00000682241.3","DF000000748",232,241,"DNA","MER33",1,"no","Eutheria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria","mammals_non_primate","ENSG00000046604.16",1
"1076","A0A804HJX0","ENST00000682674.1","DF000000362",529,545,"LINE","L3",1,"no","Theria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria","mammals_non_primate","ENSG00000160145.16",1
"1077","A0A804HK58","ENST00000683202.1","DF000000047",1857,1877,"SINE","AluS",1,"yes","Haplorrhini","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini","primates","ENSG00000147133.19",1
"1078","A0A804HK62","ENST00000682989.1","DF000000240",832,869,"LINE","L1M3d",1,"no","Boreoeutheria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria","mammals_non_primate","ENSG00000136492.11",1
"1079","A0A804HK73","ENST00000488236.5","DF000281790",100,168,"LTR","CriGri-1.315_int",1,"no","Cricetulus griseus","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Myomorpha;Muroidea;Cricetidae;Cricetinae;Cricetulus;Cricetulus griseus","mammals_non_primate","ENSG00000168137.21",2
"1080","A0A804HKC0","ENST00000682801.1","DF000000110",3044,3052,"LTR",NA,1,"no","Mammalia","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia","mammals_non_primate","ENSG00000116127.20",1
"1081","A0A804HKD1","ENST00000683141.1","DF000000305",338,349,"LINE","L1ME4c",1,"no","Eutheria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria","mammals_non_primate","ENSG00000165626.20",1
"1082","A0A804HKF9","ENST00000682617.1","DF000000359",132,175,"LINE","L2a",1,"no","Theria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria","mammals_non_primate","ENSG00000175595.16",1
"1083","A0A804HKG3","ENST00000682872.1","DF000001004",438,459,"LTR","MLT1D",1,"no","Eutheria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria","mammals_non_primate","ENSG00000172530.23",1
"1084","A0A804HKH8","ENST00000683915.1","DF000000035",52,78,"SINE","AluJ",1,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000099246.20",1
"1085","A0A804HKI2","ENST00000683125.1","DF000000035",967,1001,"SINE","AluJ",1,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000138095.21",1
"1086","A0A804HKI3","ENST00000682014.1","DF000000052",303,333,"SINE","AluS",1,"yes","Haplorrhini","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini","primates","ENSG00000155096.15",1
"1087","A0A804HKL8","ENST00000683033.1","DF000000094",20,86,"DNA","Charlie17b",1,"no","Eutheria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria","mammals_non_primate","ENSG00000150471.18",1
"1088","A0A804HKP9","ENST00000683189.1","DF000000001",323,379,"SINE","MIR",1,"no","Mammalia","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia","mammals_non_primate","ENSG00000163703.21",1
"1089","A0A804HKZ1","ENST00000684570.1","DF000000227",48,67,"LINE","L1M1",1,"no","Haplorrhini","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini","primates","ENSG00000135317.15",1
"1090","A0A804HL07","ENST00000683835.1","DF000000001",351,407,"SINE","MIR",1,"no","Mammalia","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia","mammals_non_primate","ENSG00000163703.21",1
"1091","A0A804HL22","ENST00000683676.1","DF000000339",1405,1480,"LINE","L1PA2",1,"yes","Homininae","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes;Catarrhini;Hominoidea;Hominidae;Homininae","primates","ENSG00000069431.15",1
"1092","A0A804HL36","ENST00000683381.1","DF000000289",646,665,"LINE","L1MD3",1,"no","Eutheria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria","mammals_non_primate","ENSG00000136492.11",1
"1093","A0A804HL62","ENST00000682479.1","DF000000036",80,108,"SINE","AluJ",1,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000141556.23",1
"1094","A0A804HL70","ENST00000682859.1","DF000000110",3044,3052,"LINE",NA,1,"no","Mammalia","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia","mammals_non_primate","ENSG00000116127.20",1
"1095","A0A804HL71","ENST00000684216.2","DF000000359",246,266,"LINE","L2a",1,"no","Theria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria","mammals_non_primate","ENSG00000165731.23",1
"1096","A0A804HLA9","ENST00000682832.2","DF000001067",263,273,"Retroposon","SVA_A",1,"yes","Hominoidea","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes;Catarrhini;Hominoidea","primates","ENSG00000142609.20",1
"1097","A0A804HLB1","ENST00000684228.1","DF000000042",145,167,"SINE","AluS",1,"yes","Simiiformes","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes","primates","ENSG00000134769.24",1
"1098","A0A804HLF3","ENST00000682540.1","DF000001160",1003,1029,"DNA",NA,1,"no","Mammalia","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia","mammals_non_primate","ENSG00000160145.16",1
"1099","A0A804HLF8","ENST00000684464.1","DF000000048",755,784,"SINE","AluS",1,"yes","Haplorrhini","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini","primates","ENSG00000141556.23",1
"1100","A0A804HLH7","ENST00000682347.1","DF000000035",24,50,"SINE","AluJ",1,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000099246.20",1
"1101","A0A804HLJ9","ENST00000682876.1","DF000000361",249,289,"LINE","L2c",1,"no","Mammalia","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia","mammals_non_primate","ENSG00000131844.18",1
"1102","A0A804HLK0","ENST00000682036.1","DF000000042",232,272,"SINE","AluS",1,"yes","Simiiformes","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes","primates","ENSG00000164953.17",1
"1103","A0A8C8KAR0","ENST00000262858.8","DF000289866",306,360,"PLE","Chlamys-4_cBra",1,"no","Chara braunii","root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Charophyceae;Charales;Characeae;Chara;Chara braunii","not_mammals","ENSG00000013619.16",2
"1104","A0A8C8KAR0","ENST00000262858.8","DF000289883",569,620,"PLE","Chlamys-8_cRei",2,"no","Chlamydomonas reinhardtii","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas reinhardtii","not_mammals","ENSG00000013619.16",2
"1105","A0A8C8KAR0","ENST00000262858.8","DF000000976",701,720,"SINE","MIRc",3,"no","Mammalia","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia","mammals_non_primate","ENSG00000013619.16",2
"1106","A0A8C8KBR5","ENST00000216366.9","DF000000147",94,133,"SINE","FRAM",1,"no","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000100478.18",2
